project,bug_id,file_name,line_no,rank_best_trace,tie_size_trace,rank_best_slice,tie_size_slice,nearest_line_diff_trace,nearest_line_diff_slice,diff_best_trace,diff_tie_trace,diff_best_slice,diff_tie_slice,diff_reason_trace,diff_reason_slice,unanswerable_reason
JxPath,2b,Expression.java,77,18,10,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,2b,Expression.java,88,1977,3508,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,2b,Expression.java,145,None,None,None,None,-9,None,35,7,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,3b,NullPropertyPointer.java,19,None,None,None,None,11,None,87,4,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,3b,NullPropertyPointer.java,109,None,None,None,None,-4,None,25,7,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,3b,NullPropertyPointer.java,138,1049,4412,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,3b,NullPropertyPointer.java,224,None,None,None,None,-2,None,1049,4412,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,DOMNodePointer.java,296,None,None,None,None,-14,None,1541,3851,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,DOMNodePointer.java,297,None,None,None,None,-15,None,1541,3851,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,DOMNodePointer.java,301,None,None,None,None,-19,None,1541,3851,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,DOMNodePointer.java,311,None,None,None,None,-29,None,1541,3851,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,4b,DOMNodePointer.java,632,636,38,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,DOMNodePointer.java,638,936,9,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,DOMNodePointer.java,639,936,9,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,DOMNodePointer.java,641,636,38,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,DOMNodePointer.java,643,None,None,None,None,-2,None,636,38,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,DOMNodePointer.java,647,1541,3851,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,DOMNodePointer.java,653,636,38,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,DOMNodePointer.java,654,636,38,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,DOMNodePointer.java,655,None,None,None,None,-1,None,636,38,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,DOMNodePointer.java,656,None,None,None,None,1,None,325,31,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,DOMNodePointer.java,658,None,None,None,None,-1,None,325,31,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,DOMNodePointer.java,660,636,38,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,JDOMNodePointer.java,240,125,11,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,4b,JDOMNodePointer.java,249,None,None,None,None,-9,None,125,11,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,4b,JDOMNodePointer.java,250,None,None,None,None,-10,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,251,None,None,None,None,-11,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,252,None,None,None,None,-12,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,253,None,None,None,None,-13,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,256,None,None,None,None,-16,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,257,None,None,None,None,-17,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,258,None,None,None,None,-18,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,259,None,None,None,None,-19,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,260,None,None,None,None,-20,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,262,None,None,None,None,-22,None,125,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,436,None,None,None,None,-19,None,187,63,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,440,None,None,None,None,-23,None,187,63,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,4b,JDOMNodePointer.java,756,None,None,None,None,-339,None,187,63,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,5b,NodePointer.java,665,1,35,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,6b,CoreOperationCompare.java,57,39,17,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,6b,CoreOperationCompare.java,61,39,17,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationGreaterThan.java,19,None,None,None,None,11,None,92,8,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationGreaterThan.java,20,None,None,None,None,10,None,92,8,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationGreaterThan.java,33,None,None,None,None,1,None,15,46,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationGreaterThan.java,34,15,46,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationGreaterThan.java,35,15,46,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationGreaterThan.java,36,15,46,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationGreaterThanOrEqual.java,19,None,None,None,None,12,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationGreaterThanOrEqual.java,20,None,None,None,None,11,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationGreaterThanOrEqual.java,34,None,None,None,None,1,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationGreaterThanOrEqual.java,35,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationGreaterThanOrEqual.java,36,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationGreaterThanOrEqual.java,37,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationLessThan.java,19,None,None,None,None,11,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationLessThan.java,20,None,None,None,None,10,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationLessThan.java,33,None,None,None,None,1,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationLessThan.java,34,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationLessThan.java,35,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationLessThan.java,36,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationLessThanOrEqual.java,19,None,None,None,None,12,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationLessThanOrEqual.java,20,None,None,None,None,11,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationLessThanOrEqual.java,34,None,None,None,None,1,None,747,3260,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,7b,CoreOperationLessThanOrEqual.java,35,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationLessThanOrEqual.java,36,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationLessThanOrEqual.java,37,747,3260,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,7b,CoreOperationRelationalExpression.java,19,None,None,None,None,11,None,203,3,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,20,None,None,None,None,10,None,203,3,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,33,None,None,None,None,2,None,747,3260,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,42,None,None,None,None,-3,None,747,3260,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,43,None,None,None,None,-4,None,747,3260,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,44,None,None,None,None,-5,None,747,3260,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,45,None,None,None,None,-6,None,747,3260,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,46,None,None,None,None,-7,None,747,3260,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,47,None,None,None,None,-8,None,747,3260,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,7b,CoreOperationRelationalExpression.java,48,None,None,None,None,-9,None,747,3260,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,8b,CoreOperationRelationalExpression.java,76,92,26,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,8b,CoreOperationRelationalExpression.java,77,92,26,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Gson,13b,JsonReader.java,731,27,1,8,5,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
JxPath,11b,DOMAttributeIterator.java,22,None,None,None,None,18,None,1,2893,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,11b,DOMAttributeIterator.java,111,None,None,None,None,-1,None,1,2893,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,11b,JDOMAttributeIterator.java,23,None,None,None,None,16,None,1,2893,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,11b,JDOMAttributeIterator.java,47,1,2893,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,11b,JDOMAttributeIterator.java,114,None,None,None,None,-2,None,1,2893,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,10b,CoreOperationRelationalExpression.java,42,215,42,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,37,None,None,None,None,3,None,274,3,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,9b,CoreOperationCompare.java,39,None,None,None,None,1,None,274,3,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,9b,CoreOperationCompare.java,40,274,3,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,41,None,None,None,None,-1,None,274,3,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,9b,CoreOperationCompare.java,43,None,None,None,None,2,None,946,4605,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,9b,CoreOperationCompare.java,123,127,11,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,124,11,21,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,125,1,10,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,126,None,None,None,None,-1,None,1,10,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationCompare.java,127,None,None,None,None,1,None,946,4605,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationCompare.java,136,946,4605,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,137,946,4605,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,138,None,None,None,None,-1,None,946,4605,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationCompare.java,140,946,4605,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,142,None,None,None,None,1,None,946,4605,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationCompare.java,143,946,4605,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,144,946,4605,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,146,946,4605,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,147,946,4605,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationCompare.java,150,None,None,None,None,-3,None,946,4605,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationEqual.java,19,None,None,None,None,10,None,266,8,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationEqual.java,32,None,None,None,None,1,None,127,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationEqual.java,33,127,11,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationEqual.java,34,None,None,None,None,-1,None,127,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationNotEqual.java,19,None,None,None,None,10,None,946,4605,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationNotEqual.java,29,946,4605,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,9b,CoreOperationNotEqual.java,32,None,None,None,None,-3,None,946,4605,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationNotEqual.java,33,None,None,None,None,3,None,946,4605,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,9b,CoreOperationNotEqual.java,34,None,None,None,None,2,None,946,4605,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,12b,DOMNodePointer.java,108,97,26,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,13b,DOMNodePointer.java,29,None,None,None,None,44,None,1358,4282,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,13b,DOMNodePointer.java,61,None,None,None,None,12,None,1358,4282,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,13b,DOMNodePointer.java,189,None,None,None,None,2,None,1,41,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,13b,DOMNodePointer.java,415,1,41,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,13b,NamespaceResolver.java,47,None,None,None,None,-12,None,1244,114,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,13b,NamespaceResolver.java,108,None,None,None,None,8,None,59,11,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,13b,NamespaceResolver.java,116,59,11,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,13b,NamespaceResolver.java,117,59,11,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,13b,NamespaceResolver.java,118,None,None,None,None,-1,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,119,None,None,None,None,1,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,120,59,11,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,13b,NamespaceResolver.java,121,None,None,None,None,-1,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,122,None,None,None,None,1,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,123,59,11,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,13b,NamespaceResolver.java,132,None,None,None,None,-9,None,59,11,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,13b,NamespaceResolver.java,139,None,None,None,None,-16,None,59,11,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,13b,NamespaceResolver.java,141,None,None,None,None,-18,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,142,None,None,None,None,-19,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,143,None,None,None,None,-20,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,144,None,None,None,None,-21,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,145,None,None,None,None,-22,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,146,None,None,None,None,-23,None,59,11,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,147,None,None,None,None,23,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,148,None,None,None,None,22,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,149,None,None,None,None,21,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,150,None,None,None,None,20,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,151,None,None,None,None,19,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,159,None,None,None,None,11,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,160,None,None,None,None,10,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,161,None,None,None,None,9,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,162,None,None,None,None,8,None,72,6,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,13b,NamespaceResolver.java,200,None,None,None,None,-21,None,1358,4282,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,14b,CoreFunction.java,656,1,169,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,14b,CoreFunction.java,662,1,169,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,14b,CoreFunction.java,668,1,169,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,17b,DOMAttributeIterator.java,84,1,3019,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,17b,DOMAttributeIterator.java,87,None,None,None,None,-2,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,DOMAttributeIterator.java,88,None,None,None,None,-3,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,DOMAttributeIterator.java,89,None,None,None,None,-4,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,DOMAttributeIterator.java,91,None,None,None,None,-6,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,DOMAttributeIterator.java,92,None,None,None,None,5,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,DOMAttributeIterator.java,93,None,None,None,None,4,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,DOMAttributeIterator.java,94,None,None,None,None,3,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,DOMAttributeIterator.java,95,None,None,None,None,2,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,DOMAttributeIterator.java,155,None,None,None,None,-2,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,JDOMAttributeIterator.java,70,1,3019,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,17b,JDOMAttributeIterator.java,74,None,None,None,None,-1,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,JDOMAttributeIterator.java,82,None,None,None,None,-9,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,17b,JDOMAttributeIterator.java,117,None,None,None,None,-2,None,1,3019,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,15b,UnionContext.java,20,None,None,None,None,17,None,1,5653,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,15b,UnionContext.java,22,None,None,None,None,15,None,1,5653,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,15b,UnionContext.java,46,1,5653,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,15b,UnionContext.java,56,1,5653,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,15b,UnionContext.java,65,None,None,None,None,-2,None,1,5653,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,16b,DOMNodePointer.java,146,None,None,None,None,-1,None,1,5676,None,None,succeed,pipeline_gap,
JxPath,16b,JDOMNodePointer.java,390,None,None,None,None,-1,None,1,5676,None,None,succeed,pipeline_gap,
JxPath,20b,CoreOperationRelationalExpression.java,88,1,1,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,20b,CoreOperationRelationalExpression.java,138,None,None,None,None,8,None,885,3014,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,18b,AttributeContext.java,19,None,None,None,None,16,None,1,5688,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,18b,AttributeContext.java,23,None,None,None,None,12,None,1,5688,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,18b,AttributeContext.java,33,None,None,None,None,2,None,1,5688,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,18b,AttributeContext.java,75,1,5688,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,18b,AttributeContext.java,78,1,5688,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,18b,AttributeContext.java,79,1,5688,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,18b,AttributeContext.java,91,None,None,None,None,-2,None,1,5688,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,19b,DOMNodePointer.java,560,377,12,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,19b,DOMNodePointer.java,561,299,7,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,19b,DOMNodePointer.java,562,299,7,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,19b,DOMNodePointer.java,564,None,None,None,None,-1,None,1388,4254,None,None,succeed,project_test_scenario,live_line_never_executed
JxPath,19b,DOMNodePointer.java,571,None,None,None,None,-3,None,377,12,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,19b,JDOMNodePointer.java,696,7,58,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,19b,JDOMNodePointer.java,709,None,None,None,None,-5,None,7,58,None,None,succeed,project_test_scenario,dead_code_never_executed
JxPath,21b,PropertyPointer.java,152,251,2,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,22b,DOMNodePointer.java,689,1,77,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,22b,DOMNodePointer.java,694,1183,4617,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
JxPath,22b,DOMNodePointer.java,696,78,21,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,4b,LookupTranslator.java,31,None,None,None,None,14,None,8,15,None,None,succeed,project_test_scenario,live_line_never_executed
Lang,4b,LookupTranslator.java,46,8,15,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,4b,LookupTranslator.java,51,8,15,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,4b,LookupTranslator.java,77,1,4,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,5b,LocaleUtils.java,97,2,6,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,5b,LocaleUtils.java,128,None,None,None,None,-1,None,16,172,None,None,succeed,project_test_scenario,dead_code_never_executed
Lang,6b,CharSequenceTranslator.java,95,93,2,1,127,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
JacksonCore,10b,ByteQuadsCanonicalizer.java,925,9,4,None,None,0,-10,already_found,already_found,21,14,succeed,succeed,
JacksonCore,10b,ByteQuadsCanonicalizer.java,983,108,8,233,6,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Lang,8b,FastDatePrinter.java,1098,None,None,None,None,-9,None,16,25,None,None,succeed,project_test_scenario,live_line_never_executed
Lang,8b,FastDatePrinter.java,1112,16,25,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,8b,FastDatePrinter.java,1134,6,2,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,9b,FastDateParser.java,144,32,31,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,10b,FastDateParser.java,304,65,14,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,10b,FastDateParser.java,307,65,14,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,10b,FastDateParser.java,308,57,3,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,10b,FastDateParser.java,309,57,3,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,10b,FastDateParser.java,310,57,3,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,10b,FastDateParser.java,311,None,None,None,None,-1,None,57,3,None,None,succeed,project_test_scenario,live_line_never_executed
Lang,10b,FastDateParser.java,312,None,None,None,None,-2,None,57,3,None,None,succeed,project_test_scenario,live_line_never_executed
Lang,10b,FastDateParser.java,313,None,None,None,None,1,None,60,5,None,None,succeed,project_test_scenario,live_line_never_executed
Lang,10b,FastDateParser.java,314,60,5,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,11b,RandomStringUtils.java,234,2,6,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,12b,RandomStringUtils.java,230,None,None,None,None,1,None,2,10,None,None,succeed,project_test_scenario,dead_code_never_executed
Lang,12b,RandomStringUtils.java,231,2,10,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,12b,RandomStringUtils.java,232,2,10,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Lang,3b,NumberUtils.java,593,5,8,3,10,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Lang,3b,NumberUtils.java,597,57,886,None,None,0,-2,already_found,already_found,1,2,succeed,succeed,
Lang,3b,NumberUtils.java,601,57,886,17,74,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Lang,3b,NumberUtils.java,605,57,886,None,None,0,-2,already_found,already_found,17,74,succeed,succeed,
Lang,13b,SerializationUtils.java,239,None,None,None,None,10,None,7,10,None,None,succeed,project_test_scenario,dead_code_never_executed
Lang,13b,SerializationUtils.java,252,None,None,None,None,-2,None,7,10,None,None,succeed,project_test_scenario,dead_code_never_executed
Lang,13b,SerializationUtils.java,268,1,5,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
